다발성경화증,외래,2241,17742,434311,9132227,8186732,119,1099,27382,267853,236770,77,475,15506,180947,160995,70,366,11814,60058,51132
간질,계,139088,886244,28974739,138942332,98754603,5874,37367,930907,5098127,3685196,5964,38465,867189,5668145,4195872,7797,57536,927293,8128393,6098147
간질,입원,15104,219547,408387,43585908,35147752,665,13918,21658,2341751,1850252,796,16611,24963,2997789,2396639,1333,32502,46961,5369002,4253973
간질,외래,133384,666697,28566352,95356424,63606851,5553,23449,909249,2756376,1834945,5535,21854,842226,2670356,1799233,6978,25034,880332,2759391,1844174
편두통및기타두통증후군,계,1059268,2206324,20383361,101758546,65524090,62535,140770,1743139,6449823,4276772,63696,150440,1777553,6551675,4449848,74592,187964,2085101,8120717,5646513
편두통및기타두통증후군,입원,27285,137555,319958,15230241,11204188,779,4511,10362,530266,387979,810,4335,9883,501527,366922,1852,11361,22045,1218718,900753
편두통및기타두통증후군,외래,1045007,2068769,20063403,86528305,54319902,62100,136259,1732777,5919557,3888793,63224,146105,1767670,6050149,4082926,73321,176603,2063056,6901999,4745760
일과성대뇌허혈성발작및관련증후군,계,116906,488382,12056840,64149496,41439454,15449,64241,1823415,8631635,5548232,18094,79434,2258161,10552697,6889424,26114,135157,3090636,16745426,11181887
일과성대뇌허혈성발작및관련증후군,입원,16907,139607,291366,21701459,14936854,1844,13969,31284,2501981,1713052,2223,18306,39018,3011590,2079536,4128,49232,86266,6193491,4356035
일과성대뇌허혈성발작및관련증후군,외래,108143,348775,11765474,42448037,26502600,14555,50272,1792131,6129654,3835180,16995,61128,2219143,7541107,4809888,23736,85925,3004370,10551936,6825852
"신경,신경근및신경총장애",계,704169,2834207,18576450,154336107,105945933,66910,298277,2259054,15345885,10618612,68088,325604,2554195,16033732,11310930,78512,407248,3435659,20461382,14530115
"신경,신경근및신경총장애",입원,37711,334482,625171,44580116,34202433,2689,22350,44097,3245064,2488320,2370,21101,41506,2909383,2240388,3366,47190,69866,4677340,3526078
"신경,신경근및신경총장애",외래,697278,2499725,17951279,109755991,71743499,66479,275927,2214957,12100821,8130292,67626,304503,2512689,13124348,9070542,77170,360058,3365793,15784041,11004037
뇌성마비및기타마비성증후군,계,73454,4589047,8434621,418391608,319113099,7220,468536,935428,45524004,34494123,8822,590106,1105990,58299615,44164318,15067,1115520,1803791,103746839,78302784
뇌성마비및기타마비성증후군,입원,32131,3657781,3981758,373171303,289524693,3374,399876,439251,41735813,32146215,4590,525381,570929,54419444,41727714,9260,1038548,1101868,98956269,75280090
뇌성마비및기타마비성증후군,외래,51996,931266,4452863,45220306,29588406,4906,68660,496177,3788191,2347908,5408,64725,535061,3880171,2436605,7463,76972,701923,4790570,3022694
기타신경계의질환,계,740044,3474752,51454826,279582775,205745484,75742,368769,6372396,31398142,22946476,87993,449033,7665824,37595237,27627713,130025,797993,11195229,61256936,44694512
기타신경계의질환,입원,33515,1083984,1479015,133514565,106090090,2615,108597,148571,13638257,10872349,3365,138252,183443,16672064,13158212,6854,329301,394272,31984682,24516831
기타신경계의질환,외래,725059,2390768,49975811,146068210,99655394,74547,260172,6223825,17759885,12074126,86374,310781,7482381,20923173,14469501,125967,468692,10800957,29272254,20177681
질병298분류별(1),진료형태별,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013
질병298분류별(1),진료형태별,합계,합계,합계,합계,합계,65 - 69세,65 - 69세,65 - 69세,65 - 69세,65 - 69세,70 - 74세,70 - 74세,70 - 74세,70 - 74세,70 - 74세,75세 이상,75세 이상,75세 이상,75세 이상,75세 이상
질병298분류별(1),진료형태별,진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원),진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원),진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원),진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원)
총계,계,46103325,859562586,7020334568,48708494215,36411667108,1860428,63766259,743365267,4272929539,3255280781,1679852,70274057,781820394,4749246754,3652312716,2252018,116184280,1077713028,8363086385,6325698429
총계,입원,6254327,120222392,179036885,17490104498,14315353373,362409,8512031,13661745,1501746882,1242068505,400467,11569204,17193569,1883367971,1541177544,711291,41424586,50337617,4563861862,3585713406
총계,외래,45962010,739340194,6841297683,31218389717,22096313734,1855763,55254228,729703522,2771182657,2013212276,1671808,58704853,764626825,2865878783,2111135172,2200492,74759694,1027375411,3799224523,2739985024
중추신경계의염증성질환,계,28281,221389,822298,37990798,29209586,706,13450,66370,2682560,2022754,731,17669,66075,3373889,2558589,880,24671,80319,4049290,3056677
중추신경계의염증성질환,입원,15021,179712,263670,34831871,27354388,309,11597,15257,2464552,1889636,362,15915,19490,3176843,2438493,477,22791,27432,3827194,2916944
중추신경계의염증성질환,외래,19622,41677,558628,3158927,1855198,541,1853,51113,218008,133118,511,1754,46585,197046,120096,557,1880,52887,222096,139733
파킨슨병,계,79930,2768548,17951166,269122301,223754008,9272,183155,2195334,22250794,19062726,17236,468949,3970511,49740551,41996703,40136,1907821,8571975,167224525,136688913
파킨슨병,입원,19743,2283922,2454706,189712724,153679676,1543,121512,140984,11240832,9331256,3672,356150,392942,30934294,25379054,12470,1681677,1763808,133992851,107490218
파킨슨병,외래,71717,484626,15496460,79409576,70074332,8859,61643,2054350,11009962,9731470,16065,112799,3577569,18806257,16617649,33928,226144,6808167,33231674,29198695
알쯔하이머병,계,25584,320531,3228271,29270278,20514895,1858,14805,206854,1498460,1017242,4412,36569,563237,3902318,2674140,17529,256282,2269232,22454514,15891299
알쯔하이머병,입원,2302,231613,249376,16653679,12342925,100,8543,9172,636052,477898,253,21013,22972,1563414,1161973,1833,195021,208621,13932069,10323054
알쯔하이머병,외래,23811,88918,2978895,12616599,8171970,1785,6262,197682,862409,539345,4244,15556,540265,2338904,1512167,16065,61261,2060611,8522445,5568246
다발성경화증,계,2366,42533,408980,11984415,10605827,138,3769,26931,620562,536700,95,2250,15020,323988,273466,79,1338,9809,114902,91150
다발성경화증,입원,557,24581,34371,3368361,2868692,24,2471,2872,343142,289383,24,1813,2075,193625,157925,14,1066,1165,78738,60727
다발성경화증,외래,2256,17952,374609,8616054,7737135,129,1298,24059,277420,247317,84,437,12945,130363,115542,70,272,8644,36163,30424
간질,계,136232,889297,23276894,121748132,87084430,5845,39005,772870,4743042,3454843,5833,40500,693394,5562542,4195374,8105,64360,796486,8977204,6889605
간질,입원,14591,231060,421766,46294256,37580439,667,15084,23478,2476635,1963487,814,18652,28449,3417072,2768330,1422,37180,52270,6568229,5292227
간질,외래,131107,658237,22855128,75453876,49503991,5530,23921,749392,2266407,1491356,5425,21848,664945,2145470,1427044,7234,27180,744216,2408975,1597377
편두통및기타두통증후군,계,1035608,2177689,16677805,97356396,62445663,63004,143211,1419669,6110173,4016363,62237,146723,1447899,6025484,4072238,76846,195977,1837696,7914698,5460512
편두통및기타두통증후군,입원,30520,151078,372000,17301114,12822430,850,5356,12501,613125,449088,778,5135,11943,594878,438019,1327,11928,22728,1184488,873625
편두통및기타두통증후군,외래,1020498,2026611,16305805,80055282,49623233,62555,137855,1407168,5497048,3567275,61849,141588,1435956,5430606,3634219,76149,184049,1814968,6730210,4586887
일과성대뇌허혈성발작및관련증후군,계,113832,490694,9436902,57352115,37014315,15279,64275,1400217,7334810,4658981,17563,77118,1723384,9031301,5837646,26640,143698,2554346,15687778,10505043
일과성대뇌허혈성발작및관련증후군,입원,17533,147136,311306,22712825,15866742,1818,13677,31066,2374552,1644198,2264,18203,40077,2962573,2058380,4208,54183,93441,6826421,4879682
일과성대뇌허혈성발작및관련증후군,외래,104879,343558,9125596,34639291,21147574,14411,50598,1369151,4960258,3014783,16423,58915,1683307,6068728,3779265,24204,89515,2460905,8861357,5625361
"신경,신경근및신경총장애",계,714219,2844190,15788136,150623738,103386704,69495,301489,1923052,15092299,10442623,69620,327739,2159151,15289430,10748170,84431,438828,3102556,20907342,14857549
"신경,신경근및신경총장애",입원,38075,342847,655900,46186857,35429247,2803,24426,50326,3663067,2818982,2478,23089,44423,3049171,2331355,3228,56119,82618,5486214,4122764
"신경,신경근및신경총장애",외래,708172,2501343,15132236,104436881,67957457,69058,277063,1872726,11429232,7623641,69202,304650,2114728,12240260,8416815,83633,382709,3019938,15421128,10734785
뇌성마비및기타마비성증후군,계,73121,5043376,8384863,473551499,362192376,6944,516997,900343,51251386,38978675,8846,647731,1088038,65543029,49831338,15590,1334804,1947408,128613279,97435770
뇌성마비및기타마비성증후군,입원,32050,4121940,4444530,430268954,333890252,3315,451823,492486,47977720,36952306,4443,582516,623812,61903451,47557407,9502,1256274,1324088,124124553,94658820
뇌성마비및기타마비성증후군,외래,51409,921436,3940333,43282545,28302124,4610,65174,407857,3273665,2026370,5515,65215,464226,3639578,2273931,7729,78530,623320,4488726,2776950
기타신경계의질환,계,777665,3726981,46290842,277725337,205489562,80852,400367,5704459,30950902,22751993,91560,474544,6754511,36042395,26523628,143899,886043,10647821,63005644,46160394
기타신경계의질환,입원,35795,1173179,1610665,143912888,114531676,2785,123308,167083,14865554,11892807,3428,148697,193608,17469474,13781169,6881,358130,429016,35009753,26881782
기타신경계의질환,외래,762197,2553802,44680177,133812449,90957886,79652,277059,5537376,16085349,10859186,89898,325847,6560903,18572922,12742458,139984,527913,10218805,27995891,19278612
질병298분류별(1),진료형태별,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014,2014
질병298분류별(1),진료형태별,합계,합계,합계,합계,합계,65 - 69세,65 - 69세,65 - 69세,65 - 69세,65 - 69세,70 - 74세,70 - 74세,70 - 74세,70 - 74세,70 - 74세,75세 이상,75세 이상,75세 이상,75세 이상,75세 이상
질병298분류별(1),진료형태별,진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원),진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원),진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원),진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원)
총계,계,46672313,883380964,7307340501,52581305879,39408270672,1951664,65940560,783539920,4608806549,3518878444,1679701,69868610,793110064,4920018056,3786637491,2426703,128197308,1197209831,9671772031,7301837853
총계,입원,6438061,127965280,188935136,19055197713,15636824971,376623,8915505,14267861,1616244670,1339848068,394655,11583837,17154554,1942889871,1593818788,766319,46661086,56408870,5240025120,4124270303
총계,외래,46531494,755415684,7118405365,33526108166,23771445701,1946519,57025055,769272059,2992561879,2179030376,1671624,58284773,775955510,2977128186,2192818702,2367224,81536222,1140800961,4431746911,3177567549
중추신경계의염증성질환,계,22340,201684,986728,36700458,28172148,707,13824,88540,2571571,1929233,748,17429,88002,3702480,2845518,977,29443,109880,4788837,3634976
중추신경계의염증성질환,입원,11316,163677,232201,33184906,26029680,307,11937,15156,2313692,1767028,377,15473,19338,3450036,2685507,517,27252,32018,4488785,3443922
중추신경계의염증성질환,외래,15986,38007,754527,3515552,2142467,536,1887,73384,257879,162205,526,1956,68664,252443,160011,625,2191,77862,300052,191054
파킨슨병,계,84884,3218568,23181133,325967487,271683042,9566,211416,2760408,26986759,23068411,16975,494504,4782562,54907729,46453130,44598,2280791,11611343,209423546,172083181
파킨슨병,입원,21794,2702454,2898991,228846716,186118825,1714,148902,172677,14301148,11869886,3692,382930,421365,33463060,27538022,14134,2026748,2122620,165244000,133310530
파킨슨병,외래,75521,516114,20282142,97120771,85564217,9095,62514,2587731,12685611,11198525,15718,111574,4361197,21444669,18915109,37430,254043,9488723,44179546,38772651
알쯔하이머병,계,26916,326390,4752840,35077940,24586930,1817,17008,296857,1936936,1327242,4217,34312,747545,4460252,3062409,19247,262358,3442433,27004137,19045279
알쯔하이머병,입원,2286,229437,244062,16964291,12602472,105,10551,11220,775233,575537,234,18955,21195,1473740,1094891,1840,192588,203092,14130869,10489214
알쯔하이머병,외래,25208,96953,4508778,18113649,11984458,1745,6457,285637,1161702,751705,4056,15357,726350,2986513,1967518,17838,69770,3239341,12873268,8556066
다발성경화증,계,2472,42465,508019,12135362,10754815,136,4662,37068,737723,636361,92,2180,19149,301748,256660,94,1076,13035,135747,113725
다발성경화증,입원,593,24567,34496,3313502,2828460,27,3363,3845,317541,262436,16,1797,1937,156343,126722,14,707,791,82349,67846
다발성경화증,외래,2347,17898,473523,8821860,7926355,125,1299,33223,420182,373925,83,383,17212,145405,129938,83,369,12244,53398,45879
간질,계,135413,892122,31712312,142611759,102552925,5870,39417,1130240,5769293,4227096,5745,37543,984506,6210971,4681385,8840,73923,1239392,11217635,8605338
간질,입원,14537,237270,433321,48632760,39669201,661,14562,22786,2682483,2152311,735,15308,24673,3398962,2781711,1586,43960,60598,7627364,6171256
간질,외래,130453,654852,31278991,93978999,62883724,5564,24855,1107454,3086810,2074785,5368,22235,959833,2812009,1899674,7908,29963,1178794,3590272,2434082
편두통및기타두통증후군,계,1023571,2178506,22438917,113198647,73761649,63298,145333,1967652,7492740,4979351,60842,145354,1943705,7226624,4904510,82879,212381,2668119,10278553,7085312
편두통및기타두통증후군,입원,35210,166671,430635,20164017,15073590,1101,7193,17330,854100,635316,805,5425,13324,677340,503908,1474,13513,26761,1400198,1033856
편두통및기타두통증후군,외래,1005966,2011835,22008282,93034630,58688059,62720,138140,1950322,6638640,4344035,60438,139929,1930381,6549284,4400602,82091,198868,2641358,8878355,6051457
일과성대뇌허혈성발작및관련증후군,계,112529,489783,13709540,67370936,44041624,15244,65458,2111090,9065058,5862443,16697,73396,2392412,10338565,6765376,28084,152108,3952812,19902380,13404532
일과성대뇌허혈성발작및관련증후군,입원,17437,144800,307069,22743770,15947858,1890,14258,32581,2477851,1722141,2007,15973,35025,2708620,1904134,4322,56401,95370,7192139,5152308
일과성대뇌허혈성발작및관련증후군,외래,103723,344983,13402471,44627166,28093766,14393,51200,2078509,6587206,4140302,15715,57423,2357387,7629945,4861242,25684,95707,3857442,12710241,8252224
"신경,신경근및신경총장애",계,724773,2863640,20471584,166815849,115065117,70528,301019,2484349,16808311,11674334,68998,319363,2739918,16934128,11928390,91583,477082,4283731,25655587,18253268
"신경,신경근및신경총장애",입원,39203,355715,685245,49320047,37854333,2903,25937,53727,3957620,3038016,2443,23548,45492,3333431,2564911,3529,64263,94359,6393265,4808200
"신경,신경근및신경총장애",외래,717496,2507925,19786339,117495802,77210784,70007,275082,2430622,12850691,8636318,68559,295815,2694426,13600697,9363478,90634,412819,4189372,19262323,13445068
뇌성마비및기타마비성증후군,계,74169,5438159,9801238,526559348,402972567,7131,547745,1050002,55494348,42275675,8647,682465,1255870,70831871,53972848,16944,1589405,2482311,155801088,118060567
뇌성마비및기타마비성증후군,입원,33731,4515139,4885763,479275058,371729613,3428,477441,522202,51588790,39822309,4443,616363,662908,66743120,51378713,10575,1505957,1585277,150043861,114420660
뇌성마비및기타마비성증후군,외래,50916,923020,4915475,47284290,31242955,4741,70304,527800,3905557,2453366,5311,66102,592962,4088751,2594135,8093,83448,897034,5757228,3639907
기타신경계의질환,계,821757,4029479,65445796,335638243,249436773,85314,428341,8069444,37159677,27372047,94761,491202,9361571,42724231,31496526,161633,1013148,16148038,81782558,59956513
기타신경계의질환,입원,36452,1280050,1720780,160983706,128676967,2854,132142,174924,16056943,12862472,3379,150103,196486,18486234,14667036,7355,410669,487291,41295955,31840972
기타신경계의질환,외래,806429,2749429,63725016,174654538,120759805,84092,296199,7894520,21102734,14509575,93260,341099,9165085,24237997,16829490,157566,602479,15660747,40486603,28115541
질병298분류별(1),진료형태별,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
질병298분류별(1),진료형태별,합계,합계,합계,합계,합계,65 - 69세,65 - 69세,65 - 69세,65 - 69세,65 - 69세,70 - 74세,70 - 74세,70 - 74세,70 - 74세,70 - 74세,75세 이상,75세 이상,75세 이상,75세 이상,75세 이상
질병298분류별(1),진료형태별,진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원),진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원),진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원),진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원)
총계,계,46934004,883489877,7528182226,56358255846,42135384382,2061266,67989405,830562705,5063586221,3860556283,1672315,68812582,796661838,5343467712,4052230089,2586712,137416202,1296508054,11032061305,8303164362
총계,입원,6633027,131639877,194861674,20903730099,17121022134,399440,9428717,15088971,1829263208,1515218099,393759,11613850,17253281,2082745428,1709863329,825568,51779029,62395281,6038921512,4753286689
총계,외래,46763829,751850000,7333320552,35454525747,25014362248,2055235,58560688,815473734,3234323013,2345338184,1663236,57198732,779408557,3260722284,2342366760,2512513,85637173,1234112773,4993139793,3549877673
중추신경계의염증성질환,계,27319,216971,1043282,42370394,32626914,736,14669,95053,3047938,2327635,723,17548,87212,3690729,2825288,1064,31429,121670,5819176,4436062
중추신경계의염증성질환,입원,14458,175690,258861,38664221,30377112,283,12675,16111,2781448,2160779,331,15324,19206,3415368,2651870,576,28942,34523,5498808,4231850
중추신경계의염증성질환,외래,19159,41281,784421,3706174,2249802,584,1994,78942,266489,166856,522,2224,68006,275361,173417,678,2487,87147,320368,204213
파킨슨병,계,91302,3674096,24477573,375917576,311397060,10395,243288,2984941,31268684,26501368,17245,510499,4709436,57504871,48347213,49169,2666592,12562689,247120937,202111179
파킨슨병,입원,24337,3136958,3353409,272948050,221606386,1929,175698,202438,17307582,14281627,3783,401808,443555,36575623,30095998,16169,2397176,2505834,199854795,161056867
파킨슨병,외래,80052,537138,21124164,102969526,89790674,9816,67590,2782503,13961102,12219741,15933,108691,4265881,20929248,18251214,40357,269416,10056855,47266142,41054311
알쯔하이머병,계,32198,363048,5581371,40654508,28362341,2170,17973,337216,2181448,1490662,4786,33401,815608,4653837,3170938,23324,298459,4127273,31944205,22426486
알쯔하이머병,입원,2691,249379,269001,18681370,13795285,124,10498,11469,806614,595889,247,16525,18481,1312917,966158,2194,215469,230429,16016522,11827952
알쯔하이머병,외래,30115,113669,5312370,21973138,14567056,2083,7475,325747,1374834,894773,4613,16876,797127,3340920,2204781,21568,82990,3896844,15927683,10598535
다발성경화증,계,2498,42091,516628,12997276,11519882,132,4477,36615,706337,618982,102,2436,24830,392427,336318,92,1734,13017,183494,149083
다발성경화증,입원,580,24070,33255,3413174,2922546,31,3267,3771,328636,281416,21,1831,2039,194754,158670,12,1372,1433,113634,88545
다발성경화증,외래,2388,18021,483373,9584102,8597336,123,1210,32844,377701,337567,93,605,22791,197672,177647,85,362,11584,69860,60537
간질,계,137760,889180,32395895,151259899,108607913,6482,41256,1259450,6487140,4741559,5852,40553,1004772,6267511,4665920,9591,81547,1365466,12799333,9792050
간질,입원,14051,234592,436626,51304196,41971348,687,14307,22838,2943100,2373923,688,18156,27551,3372040,2724036,1624,49327,68834,8739939,7054520
간질,외래,133071,654588,31959269,99955703,66636565,6180,26949,1236612,3544041,2367637,5496,22397,977221,2895472,1941883,8620,32220,1296632,4059394,2737529
편두통및기타두통증후군,계,1044985,2242120,23429850,123015503,80398408,66987,154809,2090270,8400601,5587630,60023,144469,1930994,7503837,5081533,88807,230030,2912998,11665879,8039004
편두통및기타두통증후군,입원,39362,174176,473677,22973225,17254897,1336,7870,19027,1051580,780835,774,5951,13241,764193,565231,1649,14486,29462,1616759,1199133
편두통및기타두통증후군,외래,1025225,2067944,22956173,100042278,63143511,66321,146939,2071243,7349021,4806796,59617,138518,1917753,6739644,4516302,87918,215544,2883536,10049121,6839871
일과성대뇌허혈성발작및관련증후군,계,112043,476310,14215193,69788854,45600644,15695,64610,2258178,9656660,6257454,16266,69840,2399667,10360228,6783159,29089,151022,4228475,21131622,14184984
일과성대뇌허혈성발작및관련증후군,입원,16760,135097,291557,23273406,16357707,1852,12861,30659,2591133,1820974,1852,14185,32115,2725184,1924253,4063,53719,89666,7239954,5188067
일과성대뇌허혈성발작및관련증후군,외래,103582,341213,13923636,46515448,29242937,14854,51749,2227519,7065528,4436480,15353,55655,2367552,7635044,4858906,26690,97303,4138809,13891668,8996917
"신경,신경근및신경총장애",계,731479,2825324,20825084,171462648,118122905,72765,301582,2579719,17456581,12080126,66609,297623,2655675,16813535,11785476,96022,488893,4505707,27303382,19368266
"신경,신경근및신경총장애",입원,39976,345857,682174,51926992,39882863,3089,26040,54034,4141835,3182715,2531,22394,46809,3558011,2728493,3754,68087,100432,6925645,5194471
"신경,신경근및신경총장애",외래,723745,2479467,20142910,119535656,78240042,72208,275542,2525685,13314746,8897411,66149,275229,2608866,13255525,9056983,94949,420806,4405275,20377737,14173795
뇌성마비및기타마비성증후군,계,75254,5623821,9944991,557776351,426677106,7341,569041,1074728,58517361,44508145,8379,678488,1220743,71356202,54320026,18176,1787315,2731512,178162701,134982124
뇌성마비및기타마비성증후군,입원,34452,4732490,5164897,511109383,396010378,3525,502217,553755,54692487,42120148,4360,615672,672535,67446143,51856123,11539,1699751,1795881,172011208,131084060
뇌성마비및기타마비성증후군,외래,50707,891331,4780094,46666968,30666727,4805,66824,520973,3824873,2387997,5017,62816,548208,3910059,2463903,8306,87564,935631,6151493,3898064
기타신경계의질환,계,901134,4369416,72266912,374741080,278341845,96031,467675,9030166,41790942,30792156,101530,522737,10080666,46973405,34632470,182908,1143096,18448060,95316484,69922682
기타신경계의질환,입원,39071,1371904,1864732,182416441,145731490,3181,139562,187995,18183495,14581409,3546,159269,210482,21020266,16736639,8241,468034,551960,49172509,37896441
기타신경계의질환,외래,884436,2997512,70402180,192324639,132610355,94648,328113,8842171,23607447,16210748,99903,363468,9870184,25953138,17895830,178242,675062,17896100,46143975,32026241
질병298분류별(1),진료형태별,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016
질병298분류별(1),진료형태별,합계,합계,합계,합계,합계,65 - 69세,65 - 69세,65 - 69세,65 - 69세,65 - 69세,70 - 74세,70 - 74세,70 - 74세,70 - 74세,70 - 74세,75세 이상,75세 이상,75세 이상,75세 이상,75세 이상
질병298분류별(1),진료형태별,진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원),진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원),진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원),진료실인원 (명),내원일수 (일),급여일수 (일),진료비 (천원),급여비 (천원)
총계,계,47404141,920511630,8036532733,62650434488,46817029234,2106019,70542285,877790601,5834584599,4388393862,1660881,68664485,814637958,5843691939,4389986600,2757086,148329700,1429726151,12748610291,9618713148
총계,입원,7410602,137996030,206555143,23479513202,19223780860,441472,9849865,15954932,2061993539,1705356509,413584,11553129,17454245,2253327277,1849812144,923699,56897262,68814671,7074356389,5582668739
총계,외래,47213202,782515600,7829977590,39170921286,27593248374,2099047,60692420,861835669,3772591060,2683037353,1650963,57111356,797183713,3590364661,2540174456,2669145,91432438,1360911480,5674253902,4036044409
중추신경계의염증성질환,계,34742,238530,1159600,48397431,37287705,925,15128,107147,3407010,2583726,768,16782,88509,3412042,2583611,1264,33619,132068,6438804,4916463
중추신경계의염증성질환,입원,16113,188441,281181,44062509,34646146,360,12828,16872,3093084,2389106,325,14642,18278,3149012,2418935,609,30756,37201,6065363,4680512
중추신경계의염증성질환,외래,25053,50089,878419,4334922,2641559,722,2300,90275,313926,194620,579,2140,70231,263030,164676,825,2863,94867,373441,235951
파킨슨병,계,96720,4225434,26540928,437301968,362303994,10775,268495,3149167,34938397,29594033,16768,510276,4706001,59684343,50267130,53899,3180704,14087190,298596852,244531047
파킨슨병,입원,26922,3662378,3894217,326497239,265719565,2156,198998,228693,20209375,16723473,3748,403173,443637,38702836,31990304,18413,2890613,3008806,246530024,199270850
파킨슨병,외래,83421,563056,22646711,110804729,96584429,10065,69497,2920474,14729022,12870560,15394,107103,4262364,20981507,18276826,43291,290091,11078384,52066828,45260197
알쯔하이머병,계,39223,469054,6683713,51816244,36218744,2434,17406,390425,2336717,1583139,5196,42592,871625,5519526,3779951,29401,391922,5080487,41619915,29254772
알쯔하이머병,입원,3624,326004,350788,25250751,18645877,146,8512,9964,712542,527142,328,23207,26700,1901249,1405309,2977,284541,302521,21801308,16090749
알쯔하이머병,외래,36456,143050,6332925,26565493,17572867,2344,8894,380461,1624174,1055997,4971,19385,844925,3618276,2374643,27056,107381,4777966,19818607,13164023
