_id,num,raredisease_title_KO,raredisease_title_ENG,KCD_code,special_calculation,support_text[0]
6630ad0512d98428f3f8164c,1196,21번 염색체 장완의 결손 증후군,21q deletion syndrome,없음,V901,의료비(급여부분)
6630ad0612d98428f3f8164d,1195,21삼염색체증 NOS,Trisomy 21 NOS,Q90.9,V159,의료비(급여부분)
6630ad0712d98428f3f8164e,1194,"21삼염색체증, 감수분열비분리","Trisomy 21, meiotic nondisjunction",Q90.0,V159,의료비(급여부분)
6630ad0812d98428f3f8164f,1193,"21삼염색체증, 섞임증형(유사분열비분리)","Trisomy 21, mosaicism (mitotic nondisjunction)",Q90.1,V159,의료비(급여부분)
6630ad0912d98428f3f81650,1192,"21삼염색체증, 전위","Trisomy 21, translocation",Q90.2,V159,의료비(급여부분)
6630ad0a12d98428f3f81651,1191,22번 염색체 장완의 결손 증후군,22q deletion syndrome,없음,V901,의료비(급여부분)
6630ad0b12d98428f3f81652,1190,22번 염색체 장완의 중복 증후군,22q duplication syndrome,없음,V901,의료비(급여부분)
6630ad0d12d98428f3f81653,1189,2번 염색체 단완 결손,2p deletion,없음,V901,의료비(급여부분)
6630ad0e12d98428f3f81654,1188,2번 염색체 단완의 결손 증후군,2p deletion syndrome,없음,V901,의료비(급여부분)
6630ad0f12d98428f3f81655,1187,2번 염색체 단완의 중복 증후군,2p duplication syndrome,없음,V901,의료비(급여부분)
6630ad1012d98428f3f81656,1186,2번 염색체 장완 33-37 부분의 중복 증후군,2q33-37 duplication syndrome,없음,V901,의료비(급여부분)
6630ad1112d98428f3f81657,1185,2번 염색체 장완의 24 부분의 미세결손 증후군,2q24 microdeletion syndrome,없음,V901,의료비(급여부분)
6630ad1212d98428f3f81658,1184,2번 염색체 장완의 31-33 부분의 미세결손,2q31-q33 microdeletion,없음,V901,의료비(급여부분)
6630ad1312d98428f3f81659,1183,2번 염색체 장완의 결손 증후군,2q deletion syndrome,없음,V901,의료비(급여부분)
6630ad1412d98428f3f8165a,1182,2장완11 미세중복 증후군,2q11 microduplication syndrome,없음,V900,의료비(급여부분)
6630ad1512d98428f3f8165b,1181,2장완37 미세결손 증후군,2q37 microdeletion syndrome,Q93.5,V900,의료비(급여부분)
6630ad1612d98428f3f8165c,1180,3 장완29 미세결손 증후군,3q29 microdeletion syndrome,Q93.5,V900,의료비(급여부분)
6630ad1712d98428f3f8165d,1179,3M 증후군,3M syndrome,없음,V900,의료비(급여부분)
6630ad1812d98428f3f8165e,1178,3MC 증후군,3MC syndrome (Malpuech-Michels-Mingarelli-Carnevale),없음,V900,의료비(급여부분)
6630ad1912d98428f3f8165f,1177,3번 염색체 단완의 결손,Deletion of short arm of chromosome 3,없음,V901,의료비(급여부분)
6630ad1a12d98428f3f81660,1176,3번 염색체 단완의 결손 증후군,3p deletion syndrome,없음,V901,의료비(급여부분)
6630ad1c12d98428f3f81661,1175,3번 염색체 장완 26 부분의 중복,3q26 duplication,없음,V901,의료비(급여부분)
6630ad1d12d98428f3f81662,1174,3번 염색체 장완의 13.31 부분의 미세 결손 증후군,3q13.31 microdeletion syndrome,없음,V901,의료비(급여부분)
6630ad1e12d98428f3f81663,1173,3번 염색체 장완의 결손,Deletion of long arm of chromosome 3,없음,V901,의료비(급여부분)
6630ad1f12d98428f3f81664,1172,3번 염색체 장완의 결손 증후군,3q deletion syndrome,없음,V901,의료비(급여부분)
6630ad2012d98428f3f81665,1171,3번 염색체 장완의 중복 증후군,3q duplication syndrome,없음,V901,의료비(급여부분)
6630ad2112d98428f3f81666,1170,4 단완 염색체 부분 결손,Partial deletion of the short arm of chromosome 4,Q93.3,V900,의료비(급여부분)
6630ad2212d98428f3f81667,1169,4번 염색체 단완의 중복 증후군,4p duplication syndrome,없음,V901,의료비(급여부분)
6630ad2312d98428f3f81668,1168,4번 염색체 장완의 21 부분의 미세결손 증후군,4q21 microdeletion syndrome,없음,V901,의료비(급여부분)
6630ad2412d98428f3f81669,1167,4번 염색체 장완의 34 부분의 미세결손,4q34 microdeletion,없음,V901,의료비(급여부분)
6630ad2512d98428f3f8166a,1166,4번 염색체 장완의 결손 증후군,4q deletion syndrome,없음,V901,의료비(급여부분)
6630ad2612d98428f3f8166b,1165,5번 염색체 단완의 결손,Deletion of short arm of chromosome 5,Q93.4,V205,의료비(급여부분)
6630ad2712d98428f3f8166c,1164,5번 염색체 장완 14.3 부분의 미세결손 증후군,5q14.3 microdeletion syndrome,없음,V901,의료비(급여부분)
6630ad2812d98428f3f8166d,1163,5번 염색체 장완 31 부분의 미세결손으로 인한 가족성 만곡족,Familial clubfoot due to 5q31 microdeletion,없음,V901,의료비(급여부분)
6630ad2a12d98428f3f8166e,1162,5번 염색체 장완 31.3 부분의 미세결손으로 인한 PURA 관련 신경발달 장애,PURA-related neurodevelopmental disorders due to 5q31.3 microdeletion,없음,V900,의료비(급여부분)
6630ad2b12d98428f3f8166f,1161,5번 염색체 장완 35 부분의 결손,5q35 deletion,없음,V901,의료비(급여부분)
6630ad2c12d98428f3f81670,1160,5번 염색체 장완의 결손 증후군,5q deletion syndrome,없음,V901,의료비(급여부분)
6630ad2d12d98428f3f81671,1159,5번 염색체 장완의 말단부 삼염색체증,Distal 5q trisomy,없음,V901,의료비(급여부분)
6630ad2e12d98428f3f81672,1158,5번 염색체 장완의 중복 증후군,5q duplication syndrome,없음,V901,의료비(급여부분)
6630ad2f12d98428f3f81673,1157,6번 염색체 단완의 결손 증후군,6p deletion syndrome,없음,V901,의료비(급여부분)
6630ad3012d98428f3f81674,1156,6번 염색체 장완 26 부분의 미세결손 증후군,6q26 microdeletion syndrome,없음,V901,의료비(급여부분)
6630ad3112d98428f3f81675,1155,6번 염색체 장완의 결손 증후군,6q deletion syndrome,없음,V901,의료비(급여부분)
6630ad3212d98428f3f81676,1154,6번 염색체 장완의 중복 증후군,6q duplication syndrome,없음,V901,의료비(급여부분)
6630ad3312d98428f3f81677,1153,7번 염색체 장완 36 부분의 미세결손 증후군,7q36 microdeletion syndrome,없음,V901,의료비(급여부분)
6630ad3412d98428f3f81678,1152,7번 염색체 장완의 결손 증후군,7q deletion syndrome,없음,V901,의료비(급여부분)
6630ad3512d98428f3f81679,1151,7번 염색체 장완의 중복 증후군,7q duplication syndrome,없음,V901,의료비(급여부분)
6630ad3712d98428f3f8167a,1150,7장완11.22 미세결손 증후군,7q 11.22 microdeletion syndrome,없음,V901,의료비(급여부분)
6630ad3812d98428f3f8167b,1149,7장완11.23 미세중복 증후군,7q11.23 microduplication syndrome,Q92.3,V900,의료비(급여부분)
6630ad3912d98428f3f8167c,1148,7장완36 미세중복,7q 36 microduplication,없음,V901,의료비(급여부분)
6630ad3a12d98428f3f8167d,1147,8단완단일염색체증,8p monosomy,없음,V901,의료비(급여부분)
6630ad3b12d98428f3f8167e,1146,8번 삼염색체 섞임증,Mosaic trisomy 8,없음,V901,의료비(급여부분)
6630ad3c12d98428f3f8167f,1145,8번 염색체 단완의 11.2 부분의 미세결손 증후군,8p11.2 deletion syndrome,없음,V901,의료비(급여부분)
6630ad3d12d98428f3f81680,1144,8번 염색체 단완의 결손 증후군,8p deletion syndrome,없음,V901,의료비(급여부분)
6630ad3e12d98428f3f81681,1143,8번 염색체 단완의 역중복-결실 증후군,8p inverted duplication-deletion syndrome,없음,V901,의료비(급여부분)
6630ad3f12d98428f3f81682,1142,8번 염색체 단완의 중복 증후군,8p duplication syndrome,없음,V901,의료비(급여부분)
6630ad4012d98428f3f81683,1141,8번 염색체 장완의 21.11 부분의 미세결손 증후군,8q21.11 microdeletion syndrome,없음,V901,의료비(급여부분)
6630ad4112d98428f3f81684,1140,8번 염색체 장완의 22.1 부분의 미세 결손 증후군,8q22.1 microdeletion syndrome,없음,V901,의료비(급여부분)
6630ad4212d98428f3f81685,1139,8번 염색체 장완의 중복 증후군,8q duplication syndrome,없음,V901,의료비(급여부분)
6630ad4312d98428f3f81686,1138,9번 염색체 단완의 결손,Deletion of short arm of chromosome 9,없음,V901,의료비(급여부분)
6630ad4412d98428f3f81687,1137,9번 염색체 단완의 결손 증후군,9p deletion syndrome,없음,V901,의료비(급여부분)
6630ad4612d98428f3f81688,1136,9번 염색체 단완의 사염색체증,tetrasomy 9p,없음,V901,의료비(급여부분)
6630ad4712d98428f3f81689,1135,9번 염색체 단완의 중복,Duplication of 9p,없음,V901,의료비(급여부분)
6630ad4812d98428f3f8168a,1134,9번 염색체 단완의 중복 증후군,9p duplication syndrome,없음,V901,의료비(급여부분)
6630ad4912d98428f3f8168b,1133,9번 염색체 장완의 결손 증후군,9q deletion syndrome,없음,V901,의료비(급여부분)
6630ad4a12d98428f3f8168c,1132,9번 염색체 장완의 중복 증후군,9q duplication syndrome,없음,V901,의료비(급여부분)
6630ad4b12d98428f3f8168d,1131,ACOX1 관련 장애,Acox1 related disorder,없음,V900,의료비(급여부분)
6630ad4c12d98428f3f8168e,1130,AC글로불린결핍,AC globulin deficiency,D68.2,V009,의료비(급여부분)
6630ad4d12d98428f3f8168f,1129,ADCY5 관련 이상운동증,ADCY5-related dyskinesia,없음,V900,의료비(급여부분)
6630ad4e12d98428f3f81690,1128,ADNP 증후군(헬스무르텔-반데르아 증후군),ADNP syndrome(Helsmoortel-VanDerAa Syndrome),Q87.8,V900,의료비(급여부분)
6630ad4f12d98428f3f81691,1127,ALS 결핍증,Acid-Labile subunit deficiency (ALSD),없음,V900,의료비(급여부분)
6630ad5012d98428f3f81692,1126,ARC 증후군,"Arthrogryposis, renal tubular dysfunction, and cholestasis (ARC syndrome)",없음,V900,의료비(급여부분)
6630ad5112d98428f3f81693,1125,ATP1A3 관련 뇌병증,ATP1A3-related encephalopathy,없음,V900,의료비(급여부분)
6630ad5212d98428f3f81694,1124,A형혈우병,Haemophilia A,D66,V009,의료비(급여부분)
6630ad5412d98428f3f81695,1123,B- 또는 T-세포에 대한 자가항체를 동반한 공통 가변성 면역결핍,Common variable immunodeficiency with autoantibodies to B-or T-cells,D83.2,V111,의료비(급여부분)
6630ad5512d98428f3f81696,1122,B-세포 수 및 기능의 현저한 이상에 의한 공통 가변성 면역결핍,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function,D83.0,V111,의료비(급여부분)
6630ad5612d98428f3f81697,1121,B-세포수가 정상이거나 감소된 중증복합면역결핍,Severe combined immunodeficiency [SCID] with low or normal B-cell numbers,D81.2,V111,의료비(급여부분)
6630ad5712d98428f3f81698,1120,B형혈우병,Haemophilia B,D67,V009,의료비(급여부분)
6630ad5812d98428f3f81699,1119,C1에스터레이스억제인자결핍,C1 esterase inhibitor[C1-INH] deficiency,D84.1,V111,의료비(급여부분)
6630ad5912d98428f3f8169a,1118,CACNA1A 관련 장애,CACNA1A-related disorder,없음,V900,의료비(급여부분)
6630ad5a12d98428f3f8169b,1117,CASK 관련 장애,CASK-related disorder,없음,V900,의료비(급여부분)
6630ad5b12d98428f3f8169c,1116,CDKL5 관련 장애,CDKL5-related disorder,없음,V900,의료비(급여부분)
6630ad5c12d98428f3f8169d,1115,COL4A1 관련 장애,Collagen alpha1(Ⅳ) chain related disorders,없음,V900,의료비(급여부분)
6630ad5d12d98428f3f8169e,1114,COL4A3BP 관련 정신 지체,COL4A3BP-related mental retardation,없음,V900,의료비(급여부분)
6630ad5e12d98428f3f8169f,1113,CTLA4 결핍,CTLA4 deficiency,없음,V900,의료비(급여부분)
6630ad5f12d98428f3f816a0,1112,CTNNB1 관련 장애,CTNNB1-related disorder,없음,V900,의료비(급여부분)
6630ad6112d98428f3f816a1,1111,CUL4B 관련 지적장애[카베자스형의 X염색체 연관 지적장애],"CUL4B related intellectual disability[X-linked intellectual disability, Cabezas type]",없음,V900,의료비(급여부분)
6630ad6212d98428f3f816a2,1110,CUX1 유전자 변이,CUX1 gene mutation,없음,V900,의료비(급여부분)
6630ad6312d98428f3f816a3,1109,C형혈우병,Haemophilia C,D68.1,V009,의료비(급여부분)
6630ad6412d98428f3f816a4,1108,DDX3X 관련 장애,DDX3X-related disorder,없음,V900,의료비(급여부분)
6630ad6512d98428f3f816a5,1107,DHDDS 유전자 변이에 의한 운동 이상을 동반하거나 동반하지 않는 발달지연 및 발작,Developmental delay and seizures with or without movement abnormalities (DEDSM) due to DHDDS gene,없음,V900,의료비(급여부분)
6630ad6612d98428f3f816a6,1106,DLL1 관련 질환,DLL1-related disorder,없음,V900,의료비(급여부분)
6630ad6712d98428f3f816a7,1105,DNA복구결손을 수반한 소뇌성 운동실조,Cerebellar ataxia with defective DNA repair,G11.3,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비"
6630ad6812d98428f3f816a8,1104,DOCK8 유전자 변이 또는 결손,DOCK8 gene mutation or deletion,없음,V900,의료비(급여부분)
6630ad6912d98428f3f816a9,1103,DYRK1A 증후군,DYRK1A syndrome,없음,V900,의료비(급여부분)
6630ad6a12d98428f3f816aa,1102,Dent 질환,Dent disease,없음,V900,의료비(급여부분)
6630ad6b12d98428f3f816ab,1101,FBXO11 관련 장애,FBXO11-related disorder,없음,V900,의료비(급여부분)
6630ad6c12d98428f3f816ac,1100,FG2 증후군,FG2 syndrome,없음,V900,의료비(급여부분)
6630ad6d12d98428f3f816ad,1099,FLNA 관련 뇌실주위 결절성 이소증,FLNA-related periventricular nodular heterotopia,없음,V900,의료비(급여부분)
6630ad6e12d98428f3f816ae,1098,Foxp4 관련 발달 장애,Foxp4 related developmental disorder,없음,V900,의료비(급여부분)
6630ad7012d98428f3f816af,1097,G6PD결핍빈혈,G6PD deficiency anaemia,D55.0,V163,의료비(급여부분)
6630ad7112d98428f3f816b0,1096,GATA2 결핍,GATA2 deficiency,없음,V900,의료비(급여부분)
6630ad7212d98428f3f816b1,1095,GATAD2B와 연관된 신경발달장애,GATAD2B associated neurodevelopmental disorder[GAND],없음,V900,의료비(급여부분)
6630ad7312d98428f3f816b2,1094,GM₁-강글리오시드증,GM₁-gangliosidosis,E75.1,V117,의료비(급여부분)
6630ad7412d98428f3f816b3,1093,GM₂-강글리오시드증,GM₂-gangliosidosis,E75.0,V117,의료비(급여부분)
6630ad7512d98428f3f816b4,1092,GM₂-강글리오시드증 NOS,GM₂gangliosidosis NOS,E75.0,V117,의료비(급여부분)
6630ad7612d98428f3f816b5,1091,GM₃-강글리오시드증,GM₃-gangliosidosis,E75.1,V117,의료비(급여부분)
6630ad7712d98428f3f816b6,1090,GNAO1 뇌병증,GNAO1 encephalopathy,없음,V900,의료비(급여부분)
6630ad7812d98428f3f816b7,1089,GNB1 관련 장애,GNB1-related disorder,없음,V900,의료비(급여부분)
6630ad7912d98428f3f816b8,1088,GRIN2B 관련 발달지연,GRIN2B related developmental delay,없음,V900,의료비(급여부분)
6630ad7a12d98428f3f816b9,1087,HNRNPU-관련 장애,HNRNPU-related disorder,없음,V900,의료비(급여부분)
6630ad7b12d98428f3f816ba,1086,Hoyeraal-Hreidarsson 증후군,Hoyeraal-Hreidarsson syndrome,없음,V900,의료비(급여부분)
6630ad7c12d98428f3f816bb,1085,KAT6B 관련 증후군,KAT6B-related syndrome,없음,V900,의료비(급여부분)
6630ad7e12d98428f3f816bc,1084,KID 증후군,KID syndrome (Keratitis-ichthyosis-deafness),없음,V900,의료비(급여부분)
6630ad7f12d98428f3f816bd,1083,"KIF11 관련 맥락막망막병증, 소두증, 정신지체","KIF11 related chorioretinopathy, microcephaly, mental retardation",없음,V900,의료비(급여부분)
6630ad8012d98428f3f816be,1082,KIF1A 유전자 돌연변이에 의한 신경병증,Neuropathy due to KIF1A gene mutation,없음,V900,의료비(급여부분)
6630ad8112d98428f3f816bf,1081,KMT2B-관련 근긴장이상,KMT2B-related dystonia,없음,V900,의료비(급여부분)
6630ad8212d98428f3f816c0,1080,L1 증후군,L1 syndrome,없음,V900,의료비(급여부분)
6630ad8312d98428f3f816c1,1079,LRBA 결핍,LRBA deficiency,없음,V900,의료비(급여부분)
6630ad8412d98428f3f816c2,1078,MED13L 증후군,MED13L syndrome,없음,V900,의료비(급여부분)
6630ad8512d98428f3f816c3,1077,MEF2C 관련 증후군,MEF2C-related syndrome,없음,V900,의료비(급여부분)
6630ad8612d98428f3f816c4,1076,METTL23 관련 발달지연,METTL23 related developmental delay,없음,V900,의료비(급여부분)
6630ad8712d98428f3f816c5,1075,MUTYH-연관 폴립증 (가족성 선종성 폴립증 2형),MUTYH-associated polyposis (Familial adenomatous polyposis type2),없음,V900,의료비(급여부분)
6630ad8812d98428f3f816c6,1074,Mesomelia-synostoses 증후군(8번 염색체 장완의 13부분의 미세결손 증후군),Mesomelia-synostoses syndrome(8q13 microdeletion syndrome),없음,V900,의료비(급여부분)
6630ad8912d98428f3f816c7,1073,NACC1 관련 장애,NACC1-related disorder,없음,V900,의료비(급여부분)
6630ad8b12d98428f3f816c8,1072,NALCN 관련 장애,NALCN-related disorder,없음,V900,의료비(급여부분)
6630ad8c12d98428f3f816c9,1071,NKAP 관련 장애,NKAP related disorder,없음,V900,의료비(급여부분)
6630ad8d12d98428f3f816ca,1070,OPHN1 관련 장애,OPHN1-related disorder,없음,V900,의료비(급여부분)
6630ad8e12d98428f3f816cb,1069,PCDH 19 관련 뇌전증 증후군,PCDH 19-related epilepsy syndrome,없음,V900,의료비(급여부분)
