_id,title,name,date,contents
66276d4eecdb6f44922202cd,상대방 행동에 큰 의미를 부여하고 나라면 안그럴텐데 이 생각이다보니까,ㅋ,2024.04.22 21:39:30,삶이 너무힘들다..\n난 친하다고 생각했는데 상대방은 아니고\n거꾸로 나는 이 상황에서 이렇게 챙겨줄텐데 생각한것들을\n상대방은 날 배려안하고..\n걍 이딴것좀 생각안하고 살고싶은데 ㅜ힘들다
66276d51ecdb6f44922202ce,고민이 있으면 모든 걸 초월하시는 이분을 찾아가시길,고갤러,2024.04.22 20:45:43,고민 갤러리
66276d54ecdb6f44922202cf,수학은 진짜 씹재능이냐? 쉬운 4점 푸는데,ㅇㅇ,2024.04.22 20:17:15,24살 수의대 꿈인데 대가리 깨질 거 같노 ㅋㅋㅋㅋㅋㅋㅋ 해설 보면 이해 되긴 하는데 이런 비슷한 문제 나오면 내가 또 풀 수 있을까 의문이 드는데 ㅋㅋㅋㅋㅋㅋㅋ 재능 없는 거지? 수학 포기가 맞는 거야?? 수의대 가야하는데 진짜...\n- dc official App
66276d57ecdb6f44922202d0,엉엉 울고 싶은 날이야,ㅇㅇ,2024.04.22 20:05:46,
66276d59ecdb6f44922202d1,시무룩,ㅇㅇ,2024.04.22 20:05:28,
66276d5cecdb6f44922202d2,너무 힘들어,ㅇㅇ,2024.04.22 16:48:25,
66276d5fecdb6f44922202d3,아픈 가족때문에 인생이 막막하다,고갤러,2024.04.22 15:34:15,나이도 젊은 친형이 몇 달 전에 뇌졸중으로 쓰러졌다..\n마땅한 보험 이라곤 실비 하나뿐\n넌지시 보험 들라고 상담사에 내용까지 다 연결해서\n본인이 전화 받고 네 가입할게요 한마디만 하면 되는데\n바쁘다고 성질 내는 바람에 보험 가입도 못했음.\n\n가족도 1인분을 해야 가족이라는 말이 참 맞는 말이다.\n당해보지 않은 사람은 돌 던지면 안된다는 생각이 드는 글이었음.\n나이 35넘어가도록 일 제대로 해본 기간이 몇 년 이나 될까\n소개 시켜주면 아프다 힘들다 등으로 다 그만둬버리고\n나중 가선 부끄러워서 소개 시켜주지도 못했음.\n\n체중은 초고도 비만..\n병원을 가라고 하면 늘 괜찮다 무섭다 식으로 회피\n결국 쓰러진 날 응급실 들어가서 당뇨 고지혈증 고혈압 진단\n\n백수로 놀고 먹을 때도 돈 쓰고\n조금이라도 일 한다 하면 카드로 달에 100만원 씩 썼음.\n몰래 긁는일도 부지기수.\n아픈 지금도 앞에선 식단한다 염병 다 떨어놓고\n뒤에선 카라멜팝콘 처 시켜먹더라. 말도 안하고.\n지 돈도 아닌데.\n\n분명 열심히 벌어서 다들 카드 값을 내는데\n벌어도 벌어도 카드 값이 줄 지가 않아.\n달 200 300씩 상환 하던걸 400 500까지 상환하는 지경에 이르러 서야\n내가 강경 수단으로 내 명의로 대출 내서..지금 쌓인 카드 값을 다 갚고\n그 대출금을 n분해서 각자 내기로 하자..\n이게 아니면 카드 값 지옥에서 못 벗어나온다...\n\n그래서 대출을 단기 상환으로 냈는데\n문제는 그 사이에 형이 쓰러졌다.\n발견도 골든 타임 겨우 맞춰서 반신마비\n\n우리 가족은 순식간에 달 150만원의 대출금도 내면서\n형 앞으로 들어가는 본인 집 월세비며 각종 보험 공과금 폰비 개인 대출비 병원비\n아무것도 안하고 병원에 앉아있는 한 사람 앞으로 200만원은 우습게 들어가게 됐음\n\n병원에 들어가 있을땐 간병비로 한달 120만원..\n형편이 넉넉치도 않고 보험도 마땅히 없었기에 너무 부담되는 금액\n재활병원 들어가서는.. 병원비만 달 220..\n본인 식비며 기타 재활도구들 사들이는거 별도로.\n\n차라리 멀쩡했을때 인간됨됨이라도 되는 사람이었으면\n봉사하는 마음으로 돈 내고 그냥 살아갔을텐데\n멀쩡했을때도 욕하고 열등감 자격지심 드러내고 성인인 본인이 초등학생이던 날 주먹으로 때리기도 하고\n정말 자존감이란 자존감은 다 깎아 먹고 인간 말종 그 자체다.\n아프고 나서 부터는 더 심해졌다.\n이 사람 앞에선 조금이라도 아프다는 말을 못하게됐다..\n\n그냥 진짜 너무 힘든 인생이다\n앞으로도 장애인 가족으로 살아가야겠지\n언제까지 케어 해야 되는 건지도 모르겠다\n죽고 싶다\n\n돈 아낀다고 하루 식비 5천원으로 살아가니까\n참 속도 모르고 세상 물정도 모르고 하는말이\n먹고 싶은거 먹으란다\n카드 긁어서 먹으란다.\n그럼 그 돈은 누가내냐...니 앞으로 들어가는 병원비는 누가내냐...\n하..\n\n언젠간 끝이 나겠지..
66276d62ecdb6f44922202d4,가끔 옛날이 그립다,청소쟁이,2024.04.22 15:16:32,돌이켜보면 참 좋은시절이였어\n\n나도 이젠 나이먹어서 낼모래면 30살이네 ㅠ\n\n시간 너무 빠르자 ㅠ
66276d65ecdb6f44922202d5,자지가 커서 고민이네,ㅇㅇ,2024.04.22 14:55:46,똥쌀때마다 앞에 자꾸 닿는다
66276d68ecdb6f44922202d6,우울,ㅇㅇ,2024.04.22 14:27:08,
66276d6becdb6f44922202d7,우울,ㅇㅇ,2024.04.22 13:37:55,
66276d6eecdb6f44922202d8,요즘 사람이 너무 의기소침함,ㅇㅇ,2024.04.22 13:15:56,
66276d70ecdb6f44922202d9,고민갤러리에 들어오지 않는 방법은,존나이쁜년,2024.04.22 09:52:22,죽음 뿐이다 \n매일 두통에 시달린다\n하루라도 빨리 삶을 정리하고 싶다\n- dc official App
66276d73ecdb6f44922202da,나 이제 너무 피곤해 지쳤어,ㅇㅇ,2024.04.22 08:28:00,마음이 너무 아파 
66276d77ecdb6f44922202db,…,ㅇㅇ,2024.04.22 08:16:32,
66276d7aecdb6f44922202dc,"한국인한테 고민 말하지 마라, 대부분 나중에 약점으로 이용한다",고갤러,2024.04.22 07:59:17,고민 갤러리
66276d7decdb6f44922202dd,요즘 사람이 너무 위축되어 있음,ㅇㅇ,2024.04.22 07:18:35,정도가 너무 심함 
66276d80ecdb6f44922202de,단점이 너무 많은 게 고민임,ㅇㅇ,2024.04.22 06:27:30,
66276d83ecdb6f44922202df,SBS <궁금한 이야기Y>에서 제보를 기다립니다.,궁그미소식통,2024.04.22 02:07:09,"안녕하세요. SBS <궁금한 이야기Y> 제작진입니다.\n궁금한 이야기Y는 화제의 인물과 사건에 대해 다루는 프로그램으로\n뉴스가 다 말하지 못했던, 혹은 우리가 다 알지 못했던 이야기들을 기다리고 있습니다.\n\n- 남들이 귀담아듣지 않는다고 생각하셨던 분,\n- Y와 함께 방송을 만들고 싶은 분,\n- 가족,연인, 지인과의 갈등으로 힘들어하시는 분,\n- 방송을 통해 문제를 해결하거나 공론화를 하고 싶으신 분,\n- 도움이 필요한 상황이지만 어떻게 해야할지 막막하신 분,\n- 어려움에 처한 이웃의 이야기를 지나치지 못하시는 분,\n- 혼자만 알기 아까운 이야기가 있으신 분\n\n모자이크, 음성변조, 대역재연 등 제보자 신원 보장됩니다. 많은 제보 바랍니다\n\nE-mail: cubestory5555@naver.com\nTel.: 02-2113-5555\n카카오플러스 : 궁금한이야기Y"
66276d86ecdb6f44922202e0,저희 집에 음식 배달이 두번이나 잘못 온 것에 대하여...,아니아니아니,2024.04.22 00:19:34,"안녕하세요ㅜㅜ. 이런 곳에 처음 글을 적어봐서 글이 이상할 수 있는 점 양해 부탁드려요.\n\n저는 지금 22살 여대생이구요. 지금 한달째 자취를 하는 중입니다.\n\n최근 제가 사는 집에 음식이 잘못 배달 온 적이 있었는데, 전에 살던 사람이 주소를 안 바꾸고 잘못 시켰겠거니 하며 넘겼습니다...\n\n당연히 잘못 배달 온 음식은 집에 바로 들이진 않고 저희 집 현관 앞에 두었습니다. 배달원이 다시 가져갈 거라고 생각하면서요.\n\n그런데 몇 시간이 지난 후에도 저희 집 앞에 방치되어 있어 어쩔 수 없이  집으로 가져와 버렸던 기억이 있네요.\n\n이 일이 있고 4일이 지났던게 딱 어제였는데용... 어제 오후 9시쯤에 또 음식 배달이 잘못 왔더라구요 ㅜㅜ... 이번엔 하루동안 집 앞에 놔뒀는데 또 가져가지 않았습니다.\n\n너무 이상해서 배달 온 음식점에 전화를 해봤는데 어제 배달이 안왔다는 컴플레인이 없었다고 하더라구요..\n\n참 이상한게 저는 빌라에 살고있고 공동현관 비밀번호를 알고있어야 하는데 라이더님 요청사항에 비밀번호도 고이 적어놨더라구요...\n\n한번이면 실수겠거니 하며 넘기는데 두번이나 이런 일이 생기니 조금 불안합니다...ㅜㅜ 글이 너무 구구절절이 될까봐 못적은 것도 있지만 배달 온 메뉴..? 자체도 쪼금 이상한 점두 있어서...\n\n혹시 저같이 똑같은 일 당하신 분이 있으신지... 불안해서 글 절어봅니다..ㅜㅜ"
66276d89ecdb6f44922202e1,사람들은 인생이 계속 앞으로 나아가는데,ㅇㅇ,2024.04.21 23:55:49,실패만 거듭하며 인생이 십년째 제자리인 \n내가 너무나도 한심하다. \n\n이제사 정신차리고 밥벌이에 나서고 있지만 \n벌어진 격차가 언제 좁혀질지 모르겠고 
66276d8cecdb6f44922202e2,30살 이상 처먹어도 또래모임은 힘들다,고갤러,2024.04.21 22:28:44,"친한친구기준\n\n4~5명씩 모이면\n어떤 좋은모임을 가도\n건전한 대화 , 피드백\n이런건 잠깐 일뿐이고\n\n은연중에 살짝씩\n제일 힘약한 한놈 조지려들고 \n그거 동조해줘야되고 서열있고\n\n이런게 너무 피곤하다.\n\n난 원래도 누구 야지주고\n뒷담하고 이런거 피곤해하고\n말안통하면 지랄한다음에 \n또 안바뀌면 개무시하거나 \n포기하고 안엮이는 캐릭터라\n한국사회 뿌리박힌 정치에서는 약함.\n\n그냥 나이차 있는\n직장이나 선후배 모임은\n그렇다쳐 근데 또래모임은\n진짜 돈,결혼,사업,기싸움 \n시기질투의 무대같아서\n경쟁같아\n\n이래서 나이처묵고 \n친구 모임하는게 이젠 내키지않음..."
66276d8fecdb6f44922202e3,수능은 공부 할 게 ㅈㄴ 많아서 ㅈ같네 ㅋㅋㅋㅋㅋㅋㅋ,ㅇㅇ,2024.04.21 22:10:59,24살 전과목 노배인데 수의대가 꿈이라 열공하는데 수학만 하는데도 1년 넘게 걸리겠는데 국어 영어 과탐2개 까지 ㅋㅋㅋ 이거 언제 다 하냐 진짜? 수능 왜 이렇게 ㅈ같음? 공부 분량이 ㅈㄴ 많은데?\n- dc official App
66276d92ecdb6f44922202e4,야식 먹고 싶음,ㅇㅇ,2024.04.21 21:50:52,
66276d95ecdb6f44922202e5,수학은 진짜 씹재능이냐? 쉬운 4점 푸는데,ㅇㅇ,2024.04.21 21:26:35,24살 수의대 꿈인데 대가리 깨질 거 같노 ㅋㅋㅋㅋㅋㅋㅋ 해설 보면 이해 되긴 하는데 이런 비슷한 문제 나오면 내가 또 풀 수 있을까 의문이 드는데 ㅋㅋㅋㅋㅋㅋㅋ 재능 없는 거지? 수학 포기가 맞는 거야?? 수의대 가야하는데 진짜...\n- dc official App
66276d98ecdb6f44922202e6,시작이나 중간과정이 완전하지 못하면 포기하는 습관,빙,2024.04.21 17:46:27,그럼에도 남는 미련\n둘중 하나는 고쳐야한다 가능한 빨리
66276d9becdb6f44922202e7,수학은 진짜 씹재능이냐? 쉬운 4점 푸는데,ㅇㅇ,2024.04.21 17:32:25,24살 수의대 꿈인데 대가리 깨질 거 같노 ㅋㅋㅋㅋㅋㅋㅋ 해설 보면 이해 되긴 하는데 이런 비슷한 문제 나오면 내가 또 풀 수 있을까 의문이 드는데 ㅋㅋㅋㅋㅋㅋㅋ 재능 없는 거지? 수학 포기가 맞는 거야?? 수의대 가야하는데 진짜...\n- dc official App
66276d9eecdb6f44922202e8,여자가,ㅇㅇ,2024.04.21 17:03:40,내가 어떤 행동만 하면 혼자 소리내서 웃는데\n왜그런지 아는사람\n- dc official App
66276da1ecdb6f44922202e9,사람이 하는 대부분의 고민은 사실 다 의미없는 거 같아,고갤러,2024.04.21 14:31:05,고민 갤러리
66276da4ecdb6f44922202ea,야 친구들 만날때,고갤러,2024.04.21 13:50:07,나는 내가 만나고싶을 때 ok해서 만나고 대화 하고싶을 때\n대화하는데 이게 존나 이기적인거임??\n난 만나자고 먼저 말꺼내는 스탈은 아니긴 함.\n\n근데 그럼 남들은 보통 약속 잡을 때 일정 비면 나가기 싫어도\n그냥 오케이 하고 만나는거임? 그렇게 약속 나가면 안힘듬??
66276da7ecdb6f44922202eb,수학은 진짜 씹재능이냐? 쉬운 4점 푸는데,ㅇㅇ,2024.04.21 13:48:24,대가리 깨질 거 같노 ㅋㅋㅋㅋㅋㅋㅋ 해설 보면 이해 되긴 하는데 이런 비슷한 문제 나오면 내가 또 풀 수 있을까 의문이 드는데 ㅋㅋㅋㅋㅋㅋㅋ 재능 없는 거지? 수학 포기가 맞는 거야?? 수의대 가야하는데 진짜...\n- dc official App
66276daaecdb6f44922202ec,오늘은 제발 게으르게 살지 말자,ㅇㅇ,2024.04.21 10:43:32,
66276dadecdb6f44922202ed,요즘 자고 일어나면 허리가 아픔,ㅇㅇ,2024.04.21 10:26:19,
66276db0ecdb6f44922202ee,수학은 진짜 씹재능이냐? 쉬운 4점 푸는데,ㅇㅇ,2024.04.21 09:22:54,대가리 깨질 거 같노 ㅋㅋㅋㅋㅋㅋㅋ 해설 보면 이해 되긴 하는데 이런 비슷한 문제 나오면 내가 또 풀 수 있을까 의문이 드는데 ㅋㅋㅋㅋㅋㅋㅋ 재능 없는 거지? 수학 포기가 맞는 거야?? 수의대 가야하는데 진짜...\n- dc official App
66276db3ecdb6f44922202ef,살기싫다,すたぁ,2024.04.21 05:43:28,공부하루종일하고 시간되면 일가고 그러다가 퇴근하면 자고 반복.. 쉬는건언제하지 너무 힘들다\n진짜 알바하는데 갑자기 나무 힘들고 막막해서 눈물남\n분수에 안맞는 행동을 하고있는것같네\n진짜 인생이너무막막해\n뭘해도 잘 적응 못하고 힘들고 우울하고 \n아..진짜 요즘 왜사는지 모르겠어 
66276db6ecdb6f44922202f0,"열심을 다하여 네 마음을 지키라, 이는 삶의 문제가 거기서 나오기 때문",고갤러,2024.04.21 03:12:09,고민 갤
66276db9ecdb6f44922202f1,시간이 너무 빨라요,ㅇㅇ,2024.04.21 00:39:44,마치 우주를 유영하는 아인슈타인 이론 속 광자의 속도 
66276dbcecdb6f44922202f2,어떻게 벌써 4월 21일,ㅇㅇ,2024.04.21 00:38:44,
66276dbfecdb6f44922202f3,ㅍㅌㅅ 너 도장 나갔더라?,고갤러,2024.04.20 23:43:03,"아직 거기에 우리 얘기가 안들어갔나봥?\n유도 오카방에서 어떤 분이 알려주셨는뎅, 너 유도장 사진이랑 영상 올라왔다구 보여주시더랑ㅋㅋㅋ\n사람들이 하나같이 너 도복 입은거 완존 찐따같구 웃는 것두 넘 극혐이래 ㅋㅋㅋ\n\n동영상은 내가 유도 잘 모르지만 유도하시는 분들 말씀으론.. 밭다리 익히기할 때 상대방 균형 무너뜨리지두 않구 너 혼자 다리만 왔다갔다한댕. ㅋㅋㅋ 그리구 굳히기두 진짜 혼자 쫄아서 고개만 숙이구 있다는뎅??  할줄 아는거 하나두 없은 걍 쌩초보 같댘ㅋㅋㅋㅋㅋ 근뎅 굳히기는 내가 봐두 좀 그랭 ㅋㅋㅋ 나한테는 허세 부리느라 할 줄두 모르는 암바랑 역십자조르기랑 암바 쓴다구 했었징? 한심하다 진짴ㅋㅋ\n\nㅍㅌㅅ 난 너 절대 용서 안해. 넌 결혼상대두 있으면서 나랑 ㅎㅇ이 세다리 걸치면서 계속 거짓말만 해왔구 그걸루 모잘라 아무 잘못 없는 날 범죄자 취급했어.. 넌 나한테 씻을수 없는 모.욕.감.을 줬거등. 얼굴 못들고 다니게 해줄거양.\n\n- dc official App"
66276dcdecdb6f44922202f4,엄마가 아빠 절친과 불륜을 저질렀는데,고갤러,2024.04.20 23:31:32,둘이 ㅅㅅ까지 해버렸는데 상황이 ㅈ된것 같음
66276dd0ecdb6f44922202f5,여러분 저 아줌마때문에 열불이 나다,이슬여왕,2024.04.20 20:28:48,여러분 저 우리집 위층에 살고있는 아줌마가 자꾸만 뭐라고 해요 뭐라고 하나면 너네 아빠가  아프다 말을 하니 어찌나 듣기 싫어요 그아줌마는 술만 마시면 저를 빰을 때리고 그래요  그아줌마 자기 자신한테 안그러면서 남을 자식한테 그래요
66276dd3ecdb6f44922202f6,쌍둥이 동생이 많이 아파요,ㅇㅇ,2024.04.20 19:08:13,많이 아파 보여요 
66276dd6ecdb6f44922202f7,24살 수의대 꿈인데 국어도 개 ㅈ같노 ㅋㅋㅋㅋㅋㅋㅋ,ㅇㅇ,2024.04.20 18:41:59,24살 수의대가 꿈인 전과목 노베인데 수학뿐만 아니라 국어에서도 벽 ㅈㄴ 느끼는 중인데 ㅋㅋㅋㅋㅋㅋㅋㅋ 나 그냥 수의대 포기하는 게 맞는 거지? 난 국어 재능도 없는 거지? 애초에 전과목 노베인 나한텐 가능성 없는 헛된 꿈이였지? ㅋㅋㅋㅋㅋㅋㅋㅋ\n인생 ㅈ같다 진짜..\n- dc official App
66276dd9ecdb6f44922202f8,주변인이 쓴글인데... 어찌해야할까?? ㅠㅠ,고갤러,2024.04.20 17:54:28,위로를 해주고 싶은데..
66276dddecdb6f44922202f9,고민이 많으면 사람이 병드는 것 같다…,고갤러,2024.04.20 16:09:06,고민 갤러리\n\n-K16218_psBA1wh
66276de0ecdb6f44922202fa,맞아 다 맞는 말이야,ㅇㅇ,2024.04.20 16:06:40,난 단점이 너무 많아 
66276de3ecdb6f44922202fb,학원쌤,ㅇㅇ,2024.04.20 14:38:41,짝사랑하는데 인스타라도 물어볼까\n- dc official App
66276de5ecdb6f44922202fc,과거가 너무 후회되는데 어떡하냐.....,ㅇㅇ,2024.04.20 12:50:34,"24살인데 23살까지 애매한 재능으로 예체능 하다가 실패해서 심한 열등감에 사로잡혀 1년동안 방황하다가 유일한 꿈인 수의대 찾아서 가려고 노력 중인데 노베+늦은 나이에 다시 시작하는 거라 스스로 괜찮다 하지만 내 마음 한 구석에서 망가지는 느낌이 드는 건 부정할 수가 없는 거 같다.... 부모 눈치도 보이고 미안한 마음도 들고... 재능,운으로 예체능 성공한 사람들 보면 볼수록 열등감도 더 심해지고, 같은 또래들 볼때마다 내 스스로가 한심해져 버리고 우울하고 그냥 예체능 따윈 하지말걸.. 너무 후회된다 과거가....  나도 좀 근사하게 살고 싶었는데...\n\n- dc official App"
66276de8ecdb6f44922202fd,중3 욕해주세요,고갤러,2024.04.20 12:42:54,중간고사까지 4일 정말 너무 하기 싫습니다 한것도 뭐 국영수밖에 없습니다 게을러 터진 새끼인거 아는데요 그냥 도피하고 싶어요 일어나기 싫어요 욕 좀 해주세요
66276debecdb6f44922202fe,내인생에는 나한테 도움이 되는새끼가 한명이없냐,고갤러,2024.04.20 03:26:26,에휴
66276deeecdb6f44922202ff,뇌 질문인데,Jw,2024.04.20 02:22:09,8살때 자전거 타다가 내리막길에서 떨어지면서 땅에 머리 부터 착지하고 ㅈㄴ 박아서 꼬맨적 있단말이야\n\n그거때문에 뇌 이상생겨서 이목구비 성장에 지장 줄수있나?\n\n이목구비가 덜 자란다거나 손이 덜 커진다거나\n\n근데 지금 키는 평균이야
66276df1ecdb6f4492220300,초정신병자 상담좀요 제가 뭘해야할지 알려주시면 치킨기프티콘드려요,고갤러,2024.04.20 01:18:21,1년전에 안경을벗고싶어서 안경벗다가 갑자기 모든게 흐려짐 안경을써도그래서 안경을바꿨다바꿨다하니까 더심해짐 글씨도 막 ㅇ< 이게 위아래로 길어짐 글자들이 막 가로로길고그래짐 그래서 이거때문에 우울증 강박증 스트레스 공황 불안했음 1년동안 방안에서 그러다가 이제도저히 안되겠다싶어서 병원갔는데 정상이라고함 그니까 나는 뇌에문제가있는거지 그래서 세상이 더럽게보이는거임 정신과 갔는데정신병 심각하다더라 그래서지금 약 5개월째복욕중인데 진짜 미래가희망이없다 죽지못해 사는거다 진짜 평생 깨어나기싫다 눈이돌아온다면 난정말 좋을텐데... 마치 헝겊을눈에붙이고 사는느낌이다 플러스로 글자들이 휘어지고 가로세로로 늘어나보이고 진짜 미치겠다 그냥 죽어야되냐 솔직히
66276df4ecdb6f4492220301,고민 들어줌,ㅇㅇ,2024.04.19 23:34:37,질문도 받음
66276df7ecdb6f4492220302,맨탈 강해지는법 없음?,고갤러,2024.04.19 22:24:26,옛날엔 안 그런거같은데 학교생활하면서 애들 말에 자주 상처받고 그 날은 공부도 안되고 그냥 모든게 귀찮아지고 그럼
66276dfaecdb6f4492220303,능력이 없는 것도 참 힘든 일이구나,ㅇㅇ,2024.04.19 22:08:08,이렇게까지 힘들어질지 몰랐어 
66276dffecdb6f4492220304,몸이 아파서 아무나 만날 수도 없고,ㅇㅇ,2024.04.19 22:07:06,심한 목감기 때문에 친한 사람 아니면 통화할 수도 없고 \n이렇게 불편한 일인지 몰랐다 
66276e02ecdb6f4492220305,믿을 수 있는 사람이 적다는 건 참 힘든 일이구나,ㅇㅇ,2024.04.19 22:06:13,전에는 몰랐어 
66276e05ecdb6f4492220306,미안해서 미안해,ㅇㅇ,2024.04.19 21:06:34,내가 약해질 때 날 사랑해주는 사람들에게 이렇게까지 슬픔을 가져다 주는 지 몰랐어 
66276e08ecdb6f4492220307,"세상 고민들, 하지만 더 중요한 건 죽음에 관해서이다",고갤러,2024.04.19 21:01:12,고민 갤러리
66276e0becdb6f4492220308,미리 정리를 안 해두니까,ㅇㅇ,2024.04.19 20:52:53,힘들 때 더 힘들어지는 듯 
66276e0eecdb6f4492220309,미리 다 정리해뒀어야 했는데,ㅇㅇ,2024.04.19 20:32:42,그러면 덜 힘들었을 텐데 
66276e11ecdb6f449222030a,자기관리를 너무 안 해서 고민임,ㅇㅇ,2024.04.19 20:23:59,
66276e14ecdb6f449222030b,여러분 저 고전게임 갤러리 들어가고 싶은데 어떻게 해야 하나,이슬여왕,2024.04.19 20:15:45,여러분    저     고전게임 갤러리   들어가고   싶은데     어떻게 해야 하나요
